Brand,Model,Release year,Screen size (inches),Hard drive size (GB),RAM size (GB),Weight (grams),Retail price,Industry,Contract Lease Duration (months),Actual Lease Duration (months),Battery capacity (%),Observed resale price
Pixel,Focus Pro,2017,15,128,8,1216,1259,Automotive and Transportation,36,30,84.04,569
Pixel,Focus Pro,2017,15,128,8,1216,1279,Research and Development,36,35,89.69,568
Pixel,Focus Pro,2017,13,1028,4,1054,3019,Information Technology,36,36,95.18,1339
Pixel,Focus Pro,2017,13,1028,4,1054,2929,Agriculture and Farming,12,13,94.4,1982
Pixel,Focus Pro,2017,15,128,8,1216,1359,Media and Entertainment,48,53,93.42,555
Pixel,Focus Pro,2017,15,128,8,1216,1309,Real Estate and Property Management,36,37,93.03,563
Pixel,Focus Pro,2017,15,128,8,1216,1279,Telecommunications,24,23,96.79,698
Pixel,Focus Pro,2017,15,128,8,1216,1309,Sports and Recreation,36,38,86.65,548
Pixel,Focus Pro,2017,15,128,8,1216,1289,Automotive and Transportation,6,6,86.41,1115
Pixel,Focus Pro,2017,15,128,8,1216,1239,Manufacturing and Production,6,6,81.14,1036
Pixel,Focus Pro,2017,15,128,8,1216,1339,Telecommunications,24,25,85.52,682
Pixel,Focus Pro,2017,15,128,8,1216,1369,Information Technology,24,26,86.75,611
Pixel,Focus Pro,2017,15,128,8,1216,1369,Advertising and Marketing,48,49,94.44,551
Pixel,Focus Pro,2017,13,1028,4,1054,3009,Non-Profit Organizations,36,32,80.77,1180
Pixel,Focus Pro,2017,15,128,8,1216,1259,Construction and Engineering,12,11,87.89,935
Pixel,Focus Pro,2017,13,1028,4,1054,3029,Energy and Utilities,60,60,89.77,987
Pixel,Focus Pro,2017,13,1028,4,1054,2949,Travel and Hospitality,36,42,81.94,910
Pixel,Focus Pro,2017,15,128,8,1216,1309,Agriculture and Farming,36,31,96.81,672
Pixel,Focus Pro,2017,13,1028,4,1054,3039,Event Management,36,32,94.74,1363
Pixel,Focus Pro,2017,15,128,8,1216,1239,Telecommunications,60,50,96.56,544
Pixel,Focus Pro,2017,13,1028,4,1054,2989,Information Technology,48,41,91.89,1181
Pixel,Focus Pro,2017,13,1028,4,1054,3069,Agriculture and Farming,36,39,83.7,1057
Pixel,Focus Pro,2017,15,128,8,1216,1299,Retail and E-Commerce,12,12,89.19,956
Pixel,Focus Pro,2017,13,1028,4,1054,2979,Manufacturing and Production,24,22,90.34,1586
Pixel,Focus Pro,2017,13,1028,4,1054,3049,Research and Development,36,42,97.55,1178
Pixel,Focus Pro,2017,13,1028,4,1054,3029,Event Management,36,35,79.69,1042
Pixel,Focus Pro,2017,13,1028,4,1054,3029,Manufacturing and Production,12,10,95.48,2150
Pixel,Focus Pro,2017,13,1028,4,1054,2869,Healthcare,60,61,96.64,1121
Pixel,Focus Pro,2017,15,128,8,1216,1319,Travel and Hospitality,12,9,76.4,982
Pixel,Focus Pro,2017,13,1028,4,1054,2999,Media and Entertainment,12,10,96.14,2152
Pixel,Focus Pro,2017,13,1028,4,1054,2999,Media and Entertainment,12,11,93.9,2079
Pixel,Focus Pro,2017,15,128,8,1216,1299,Research and Development,24,26,94.16,705
Pixel,Graphite Pro,2016,12,1028,16,986,3799,Consulting,12,9,80.08,2639
Pixel,Graphite Pro,2016,12,1028,4,986,2899,Agriculture and Farming,24,20,89.07,1556
Pixel,Graphite Pro,2016,15,1028,8,1232,3399,Education,24,26,93.17,1533
Pixel,Graphite Pro,2016,17,1028,8,1397,3699,Law and Legal Services,12,13,96.81,2563
Pixel,Graphite Pro,2016,17,1028,8,1397,3749,Research and Development,48,53,82.22,965
Pixel,Graphite Pro,2016,15,1028,8,1232,3429,Energy and Utilities,12,13,95.59,2226
Pixel,Graphite Pro,2016,12,1028,4,986,2919,Agriculture and Farming,6,6,94.82,2413
Pixel,Graphite Pro,2016,12,1028,16,986,3789,Energy and Utilities,12,11,90.99,2400
Pixel,Graphite Pro,2016,15,1028,8,1232,3409,Consulting,12,12,86.16,2138
Pixel,Graphite Pro,2016,15,1028,8,1232,3419,Government and Public Sector,48,47,80.93,1011
Pixel,Graphite Pro,2016,17,1028,8,1397,3669,Media and Entertainment,12,9,92.51,2463
Pixel,Graphite Pro,2016,12,1028,4,986,2819,Logistics and Supply Chain Management,24,20,93.05,1488
Pixel,Graphite Pro,2016,12,1028,16,986,3809,Manufacturing and Production,36,42,92.65,1547
Pixel,Graphite Pro,2016,12,1028,4,986,2859,Event Management,36,36,88.18,1059
Pixel,Graphite Pro,2016,15,1028,8,1232,3439,Government and Public Sector,12,12,88.21,2311
Pixel,Graphite Pro,2016,12,1028,4,986,2899,Information Technology,48,58,77.31,602
Pixel,Graphite Pro,2016,15,1028,8,1232,3419,Manufacturing and Production,6,6,97.34,2682
Pixel,Graphite Pro,2016,17,1028,8,1397,3689,Law and Legal Services,6,5,74.85,2915
Pixel,Graphite Pro,2016,12,1028,16,986,3779,Financial Services and Banking,36,40,85.19,1374
Pixel,Graphite Pro,2016,12,1028,16,986,3769,Information Technology,24,24,93.33,1853
Pixel,Graphite Pro,2016,12,1028,16,986,3759,Financial Services and Banking,48,53,83.45,1092
Pixel,Graphite Pro,2016,12,1028,4,986,2929,Telecommunications,48,43,93.78,1140
Pixel,Graphite Pro,2016,17,1028,8,1397,3719,Travel and Hospitality,48,48,99.24,1679
Pixel,Graphite Pro,2016,12,1028,4,986,2879,Logistics and Supply Chain Management,24,23,95.27,1454
Pixel,Graphite Pro,2016,12,1028,4,986,2969,Real Estate and Property Management,12,12,93.52,1995
Pixel,Graphite Pro,2016,12,1028,4,986,2849,Non-Profit Organizations,6,6,83.95,2355
Pixel,Graphite Pro,2016,15,1028,8,1232,3469,Event Management,36,31,98.53,1714
Pixel,Graphite Pro,2016,17,1028,8,1397,3679,Aerospace and Defense,48,53,76.03,867
Pixel,Graphite Pro,2016,15,1028,8,1232,3429,Education,48,47,76.01,809
Pixel,Graphite Pro,2016,17,1028,8,1397,3649,Energy and Utilities,12,12,97.1,2616
Pixel,Graphite Pro,2016,12,1028,4,986,2919,Retail and E-Commerce,36,42,91.45,1240
Pixel,Graphite Pro,2016,12,1028,16,986,3859,Manufacturing and Production,48,46,91.67,1603
Pixel,Graphite Pro,2016,15,1028,8,1232,3429,Real Estate and Property Management,36,36,93.25,1504
Pixel,Graphite Pro,2016,12,1028,16,986,3809,Travel and Hospitality,12,12,80.76,2264
Pixel,Graphite Pro,2016,17,1028,8,1397,3779,Information Technology,24,23,97.43,2058
Pixel,Graphite Pro,2016,12,1028,16,986,3799,Aerospace and Defense,24,20,84.51,2040
Pixel,Graphite Pro,2016,15,1028,8,1232,3349,Energy and Utilities,6,6,95.27,2871
Pixel,Graphite Pro,2016,15,1028,8,1232,3399,Retail and E-Commerce,12,9,96.13,2456
Pixel,Graphite Pro,2016,15,1028,8,1232,3409,Agriculture and Farming,36,40,94.22,1491
Pixel,Graphite Pro,2016,17,1028,8,1397,3679,Telecommunications,12,12,94.17,2442
Pixel,Graphite Pro,2016,12,1028,4,986,2929,Government and Public Sector,6,5,87.99,2531
Pixel,Graphite Pro,2016,17,1028,8,1397,3749,Construction and Engineering,36,38,73.43,981
Pixel,Graphite Pro,2016,15,1028,8,1232,3329,Telecommunications,12,14,82.17,1860
Pixel,Graphite Pro,2016,17,1028,8,1397,3689,Healthcare,36,37,90.81,1663
Pixel,Graphite Pro,2016,12,1028,16,986,3809,Consulting,6,5,79.85,3340
Pixel,Graphite Pro,2016,17,1028,8,1397,3709,Energy and Utilities,6,6,82.75,2964
Pixel,Graphite Pro,2016,17,1028,8,1397,3699,Logistics and Supply Chain Management,12,12,94.18,2591
Pixel,Graphite Pro,2016,15,1028,8,1232,3469,Consulting,12,13,86.33,2040
Pixel,Graphite Pro,2016,12,1028,16,986,3809,Telecommunications,60,57,91.42,1237
Pixel,Graphite Pro,2016,12,1028,4,986,2869,Government and Public Sector,12,13,96.85,1926
Pixel,Graphite Pro,2016,12,1028,16,986,3809,Non-Profit Organizations,24,26,93.94,1848
Pixel,Graphite Pro,2016,12,1028,16,986,3759,Information Technology,60,53,98.36,1488
Pixel,Graphite Pro,2016,15,1028,8,1232,3409,Aerospace and Defense,24,21,93.57,1850
Pixel,Graphite Pro,2016,17,1028,8,1397,3579,Telecommunications,12,12,72.28,2220
Pixel,Graphite Pro,2016,12,1028,4,986,2869,Research and Development,36,37,92.54,1271
Pixel,Graphite Pro,2016,12,1028,4,986,2879,Non-Profit Organizations,24,25,95.42,1525
Pixel,Graphite Pro,2016,15,1028,8,1232,3499,Education,36,39,85.57,1237
Pixel,Graphite Pro,2016,12,1028,4,986,2869,Advertising and Marketing,12,11,93.38,1699
Pixel,Graphite Pro,2016,17,1028,8,1397,3579,Logistics and Supply Chain Management,36,34,89.78,1535
Pixel,Graphite Pro,2016,15,1028,8,1232,3419,Real Estate and Property Management,24,20,96.93,2062
Pixel,Graphite Pro,2016,12,1028,16,986,3899,Manufacturing and Production,24,23,77.37,1728
Pixel,Graphite Pro,2016,17,1028,8,1397,3659,Sports and Recreation,36,32,92.08,1629
Pixel,Graphite Pro,2016,15,1028,8,1232,3359,Law and Legal Services,12,11,86.59,2298
Pixel,Graphite Pro,2016,17,1028,8,1397,3709,Advertising and Marketing,60,54,91.21,1195
Pixel,Graphite Pro,2016,12,1028,4,986,2949,Event Management,36,36,97.24,1235
Pixel,Graphite Pro,2016,15,1028,8,1232,3459,Advertising and Marketing,12,13,91.79,2230
Pixel,Graphite Pro,2016,15,1028,8,1232,3459,Media and Entertainment,12,13,96.87,2364
Pixel,Graphite Pro,2016,12,1028,4,986,2939,Energy and Utilities,60,56,95.22,1158
Pixel,Graphite Pro,2016,17,1028,8,1397,3699,Construction and Engineering,48,45,85.94,1082
Pixel,Graphite Pro,2016,17,1028,8,1397,3609,Law and Legal Services,24,24,92.53,1813
Pixel,Graphite Pro,2016,12,1028,4,986,2939,Agriculture and Farming,6,7,80.03,2264
Pixel,Graphite Pro,2016,12,1028,16,986,3839,Sports and Recreation,6,5,86.28,3295
Pixel,Graphite Pro,2016,15,1028,8,1232,3429,Law and Legal Services,12,13,95.36,2098
Pixel,Graphite Pro,2016,17,1028,8,1397,3739,Telecommunications,12,11,78.63,2033
Pixel,Graphite Pro,2016,17,1028,8,1397,3679,Telecommunications,36,34,94.11,1721
Pixel,Graphite Pro,2016,12,1028,16,986,3829,Agriculture and Farming,60,50,94.77,1593
Pixel,Graphite Pro,2016,12,1028,4,986,2879,Retail and E-Commerce,12,11,96.89,2193
Pixel,Graphite Pro,2016,15,1028,8,1232,3399,Healthcare,24,23,86.84,1551
Pixel,Graphite Pro,2016,17,1028,8,1397,3699,Education,6,5,84.87,3201
Pixel,Graphite Pro,2016,12,1028,4,986,2929,Media and Entertainment,48,45,98.06,1172
Pixel,Graphite Pro,2016,12,1028,4,986,2839,Non-Profit Organizations,24,27,95.44,1481
Pixel,Graphite Pro,2016,12,1028,16,986,3829,Non-Profit Organizations,36,37,90.48,1639
Pixel,Graphite Pro,2016,12,1028,4,986,2929,Automotive and Transportation,36,46,87.49,977
Pixel,PixelBook PX3,2018,12,1028,4,966,2899,Real Estate and Property Management,48,33,91.52,1248
Pixel,PixelBook PX3,2018,19,256,8,1530,2599,Research and Development,48,45,90.95,1112
Pixel,PixelBook PX3,2018,19,128,8,1530,2299,Telecommunications,24,21,80.6,1172
Pixel,PixelBook PX3,2018,12,1028,4,966,2889,Advertising and Marketing,60,54,88.76,873
Pixel,PixelBook PX3,2018,12,1028,4,966,2899,Financial Services and Banking,12,11,92.65,2093
Pixel,PixelBook PX3,2018,12,1028,4,966,2839,Consulting,12,12,91.19,1805
Pixel,PixelBook PX3,2018,19,256,8,1530,2549,Education,6,6,77.17,2124
Pixel,PixelBook PX3,2018,19,256,8,1530,2629,Non-Profit Organizations,12,11,86.31,2050
Pixel,PixelBook PX3,2018,19,128,8,1530,2249,Construction and Engineering,36,35,91.23,1066
Pixel,PixelBook PX3,2018,19,128,8,1530,2319,Media and Entertainment,60,57,91.89,881
Pixel,PixelBook PX3,2018,12,1028,4,966,2909,Government and Public Sector,60,50,94.49,1187
Pixel,PixelBook PX3,2018,19,128,8,1530,2379,Construction and Engineering,36,37,77.56,879
Pixel,PixelBook PX3,2018,19,256,8,1530,2559,Retail and E-Commerce,36,39,95.11,1250
Pixel,PixelBook PX3,2018,12,1028,4,966,2899,Education,36,36,80.72,1031
Pixel,PixelBook PX3,2018,19,256,8,1530,2639,Automotive and Transportation,36,39,91.86,1208
Pixel,PixelBook PX3,2018,12,1028,4,966,2999,Energy and Utilities,12,13,86.81,1953
Pixel,PixelBook PX3,2018,19,128,8,1530,2329,Automotive and Transportation,36,37,93.56,1073
Pixel,PixelBook PX3,2018,19,256,8,1530,2669,Automotive and Transportation,36,34,95.76,1256
Pixel,PixelBook PX3,2018,12,1028,4,966,2869,Sports and Recreation,24,27,69.61,944
Pixel,PixelBook PX3,2018,19,128,8,1530,2349,Logistics and Supply Chain Management,36,39,96.43,1132
Pixel,PixelBook PX3,2018,12,1028,4,966,2899,Education,48,46,93.55,1101
Pixel,PixelBook PX3,2018,19,256,8,1530,2569,Healthcare,12,12,79.54,1771
Pixel,PixelBook PX3,2018,19,128,8,1530,2249,Healthcare,12,11,86.87,1502
Pixel,PixelBook PX3,2018,12,1028,4,966,2859,Construction and Engineering,6,5,98.34,2372
Pixel,PixelBook PX3,2018,19,128,8,1530,2319,Sports and Recreation,36,34,87.21,1002
Pixel,PixelBook PX3,2018,19,256,8,1530,2609,Consulting,24,24,92.58,1369
Pixel,PixelBook PX3,2018,19,256,8,1530,2629,Event Management,60,56,90.83,1042
Pixel,PixelBook PX3,2018,19,128,8,1530,2289,Financial Services and Banking,6,6,89.72,1804
Pixel,PixelBook PX3,2018,12,1028,4,966,2879,Information Technology,24,26,92.36,1361
Pixel,PixelBook PX3,2018,19,256,8,1530,2579,Event Management,24,25,93.25,1540
Pixel,PixelBook PX3,2018,19,128,8,1530,2309,Event Management,12,11,92.64,1755
Pixel,PixelBook PX3,2018,19,256,8,1530,2609,Research and Development,36,34,93.28,1183
Pixel,PixelBook PX3,2018,19,128,8,1530,2299,Construction and Engineering,48,46,91.5,886
Pixel,PixelBook PX3,2018,19,256,8,1530,2529,Manufacturing and Production,24,25,96.45,1289
Pixel,PixelBook PX3,2018,12,1028,4,966,2919,Travel and Hospitality,24,25,88.07,1296
Pixel,PixelBook PX3,2018,12,1028,4,966,2929,Sports and Recreation,36,40,95.04,1171
Pixel,PixelBook PX3,2018,19,128,8,1530,2319,Telecommunications,6,5,97.87,1928
Pixel,PixelBook PX3,2018,12,1028,4,966,2909,Information Technology,24,25,95.51,1414
Pixel,PixelBook PX3,2018,19,128,8,1530,2309,Education,60,58,82.8,767
Pixel,PixelBook PX3,2018,19,128,8,1530,2379,Law and Legal Services,24,26,94.04,1249
Pixel,PixelBook PX3,2018,19,128,8,1530,2309,Media and Entertainment,24,19,98.85,1278
Pixel,PixelBook PX3,2018,19,256,8,1530,2619,Financial Services and Banking,36,37,85.59,1091
Pixel,PixelBook PX3,2018,19,128,8,1530,2209,Consulting,24,25,92.42,1195
Pixel,PixelBook PX3,2018,12,1028,4,966,2909,Aerospace and Defense,36,32,94.07,1381
Pixel,PixelBook PX3,2018,12,1028,4,966,2959,Construction and Engineering,24,24,95.18,1417
Pixel,PixelBook PX3,2018,19,128,8,1530,2259,Advertising and Marketing,24,24,88.31,1153
Pixel,PixelBook PX3,2018,19,256,8,1530,2729,Retail and E-Commerce,36,35,98.61,1275
Pixel,PixelBook PX3,2018,19,256,8,1530,2549,Consulting,24,21,91.45,1452
Pixel,PixelBook PX3,2018,12,1028,4,966,2959,Aerospace and Defense,12,11,89.94,1951
Pixel,PixelBook PX3,2018,19,256,8,1530,2579,Agriculture and Farming,24,27,94.88,1404
Pixel,PixelBook PX3,2018,19,128,8,1530,2269,Aerospace and Defense,36,33,94.52,1053
Pixel,PixelBook PX3,2018,19,128,8,1530,2399,Retail and E-Commerce,36,35,95.55,1278
Pixel,PixelBook PX3,2018,19,256,8,1530,2579,Event Management,6,5,89.94,2391
Pixel,PixelBook PX3,2018,12,1028,4,966,2949,Aerospace and Defense,24,23,91.95,1413
Pixel,PixelBook PX3,2018,12,1028,4,966,2989,Travel and Hospitality,48,49,92.23,1014
Pixel,PixelBook PX3,2018,19,128,8,1530,2229,Manufacturing and Production,48,51,96.05,994
Pixel,PixelBook PX3,2018,19,128,8,1530,2349,Travel and Hospitality,36,33,84.07,1032
Pixel,PixelBook PX3,2018,12,1028,4,966,2969,Education,36,31,94.26,1240
Pixel,PixelBook PX3,2018,19,128,8,1530,2389,Aerospace and Defense,48,48,99.01,1017
Pixel,PixelBook PX3,2018,12,1028,4,966,2939,Energy and Utilities,24,25,80.6,1300
Pixel,PixelBook PX3,2018,19,256,8,1530,2569,Research and Development,12,12,89.84,1718
Pixel,PixelBook PX3,2018,19,256,8,1530,2499,Non-Profit Organizations,48,38,91.8,1229
Pixel,PixelBook PX3,2018,19,256,8,1530,2719,Aerospace and Defense,48,45,94.89,1236
Pixel,PixelBook PX3,2018,19,256,8,1530,2569,Aerospace and Defense,12,11,82.42,1901
Pixel,PixelBook PX3,2018,19,256,8,1530,2559,Law and Legal Services,24,24,98.13,1597
Pixel,PixelBook PX3,2018,19,128,8,1530,2379,Energy and Utilities,24,24,94.77,1395
Pixel,PixelBook PX3,2018,19,128,8,1530,2309,Information Technology,24,27,86.8,1044
Pixel,PixelBook PX3,2018,19,256,8,1530,2629,Event Management,6,5,96.55,2357
Pixel,PixelBook PX3,2018,19,128,8,1530,2289,Manufacturing and Production,48,35,68.27,658
Pixel,PixelBook PX3,2018,19,256,8,1530,2649,Real Estate and Property Management,6,6,86.47,2313
Pixel,PixelBook PX3,2018,12,1028,4,966,2869,Retail and E-Commerce,24,23,92.9,1474
Pixel,PixelBook PX3,2018,19,256,8,1530,2619,Information Technology,36,47,83.83,810
Pixel,PixelBook PX3,2018,12,1028,4,966,2899,Real Estate and Property Management,36,35,94.97,1396
Pixel,PixelBook PX3,2018,12,1028,4,966,2989,Financial Services and Banking,24,20,96.84,1698
Pixel,PixelBook PX3,2018,19,128,8,1530,2299,Media and Entertainment,24,20,88.12,1341
Pixel,PixelBook PX3,2018,19,128,8,1530,2309,Financial Services and Banking,36,33,73.68,799
Pixel,PixelBook PX3,2018,19,256,8,1530,2539,Logistics and Supply Chain Management,12,12,93.61,1796
Pixel,PixelBook PX3,2018,19,256,8,1530,2599,Research and Development,36,33,94.4,1282
Pixel,PixelBook PX3,2018,19,256,8,1530,2579,Research and Development,12,12,97.75,1826
Pixel,PixelBook PX3,2018,19,128,8,1530,2269,Automotive and Transportation,60,61,93.59,961
Pixel,PixelBook PX3,2018,19,256,8,1530,2609,Retail and E-Commerce,24,26,92.11,1371
Pixel,PixelBook PX3,2018,19,256,8,1530,2689,Logistics and Supply Chain Management,60,58,84.9,989
Pixel,PixelBook PX3,2018,19,128,8,1530,2389,Energy and Utilities,24,23,93.52,1312
Pixel,PixelBook PX3,2018,12,1028,4,966,2959,Non-Profit Organizations,12,13,97.18,2123
Pixel,PixelBook PX4,2015,15,1028,8,929,3299,Travel and Hospitality,60,64,98.3,1418
Pixel,PixelBook PX4,2015,14,256,8,867,1499,Education,48,55,94.34,616
Pixel,PixelBook PX4,2015,13,512,16,805,2799,Retail and E-Commerce,6,6,93.86,2489
Pixel,PixelBook PX4,2015,15,1028,8,929,3289,Real Estate and Property Management,24,21,93.47,1945
Pixel,PixelBook PX4,2015,14,256,8,867,1489,Law and Legal Services,48,41,93.74,724
Pixel,PixelBook PX4,2015,15,1028,8,929,3299,Financial Services and Banking,24,27,90.13,1443
Pixel,PixelBook PX4,2015,13,512,16,805,2789,Travel and Hospitality,24,22,75.57,1407
Pixel,PixelBook PX4,2015,15,1028,8,929,3299,Telecommunications,36,33,89.74,1352
Pixel,PixelBook PX4,2015,14,256,8,867,1509,Agriculture and Farming,36,38,93.78,737
Pixel,PixelBook PX4,2015,13,512,16,805,2909,Energy and Utilities,24,25,78.4,1357
Pixel,PixelBook PX4,2015,13,512,16,805,2799,Non-Profit Organizations,24,25,90.45,1585
Pixel,PixelBook PX4,2015,13,512,16,805,2799,Automotive and Transportation,48,41,87.57,1322
Pixel,PixelBook PX4,2015,13,512,16,805,2749,Logistics and Supply Chain Management,48,36,88.91,1212
Pixel,PixelBook PX4,2015,15,1028,8,929,3319,Healthcare,12,11,87.65,2613
Pixel,PixelBook PX4,2015,15,1028,8,929,3289,Healthcare,60,69,93.02,1187
Pixel,PixelBook PX4,2015,13,512,16,805,2799,Information Technology,12,11,97.19,2016
Pixel,PixelBook PX4,2015,15,1028,8,929,3289,Law and Legal Services,36,31,95.72,1654
Pixel,PixelBook PX4,2015,15,1028,8,929,3339,Information Technology,48,52,93.77,1238
Pixel,PixelBook PX4,2015,13,512,16,805,2699,Sports and Recreation,24,26,78.22,1216
Pixel,PixelBook PX4,2015,13,512,16,805,2639,Information Technology,48,49,95.73,1172
Pixel,PixelBook PX4,2015,13,512,16,805,2879,Research and Development,12,10,94.21,2157
Pixel,PixelBook PX4,2015,13,512,16,805,2719,Real Estate and Property Management,12,13,91.96,1941
Pixel,PixelBook PX4,2015,13,512,16,805,2809,Law and Legal Services,36,29,86.44,1393
Pixel,PixelBook PX4,2015,14,256,8,867,1519,Healthcare,24,25,87.66,828
Pixel,PixelBook PX4,2015,13,512,16,805,2949,Information Technology,36,35,91.9,1301
Pixel,PixelBook PX4,2015,13,512,16,805,2839,Advertising and Marketing,60,65,86.08,1020
Pixel,PixelBook PX4,2015,14,256,8,867,1479,Government and Public Sector,48,48,97.27,697
Pixel,PixelBook PX4,2015,14,256,8,867,1469,Media and Entertainment,24,23,75.99,716
Pixel,PixelBook PX4,2015,14,256,8,867,1509,Law and Legal Services,24,23,93.32,795
Pixel,PixelBook PX4,2015,13,512,16,805,2799,Government and Public Sector,48,47,96.57,1330
Pixel,PixelBook PX4,2015,14,256,8,867,1469,Construction and Engineering,36,36,89.06,629
Pixel,PixelBook PX4,2015,15,1028,8,929,3299,Event Management,48,51,89.62,1207
Pixel,PixelBook PX4,2015,13,512,16,805,2809,Manufacturing and Production,24,21,90.74,1610
Pixel,PixelBook PX4,2015,13,512,16,805,2819,Logistics and Supply Chain Management,24,29,93.4,1428
Pixel,PixelBook PX4,2015,13,512,16,805,2759,Logistics and Supply Chain Management,36,39,89.05,1285
Pixel,PixelBook PX4,2015,15,1028,8,929,3369,Telecommunications,24,24,83.08,1425
Pixel,PixelBook PX4,2015,15,1028,8,929,3229,Education,60,56,97.13,1264
Pixel,PixelBook PX4,2015,15,1028,8,929,3259,Advertising and Marketing,24,28,92.56,1489
Pixel,PixelBook PX4,2015,14,256,8,867,1529,Education,48,49,92.83,689
Pixel,PixelBook PX4,2015,14,256,8,867,1449,Real Estate and Property Management,48,44,80.69,553
Pixel,PixelBook PX4,2015,13,512,16,805,2709,Logistics and Supply Chain Management,12,11,87.81,2010
Pixel,PixelBook PX4,2015,15,1028,8,929,3279,Media and Entertainment,12,10,91.68,2370
Pixel,PixelBook PX4,2015,15,1028,8,929,3349,Agriculture and Farming,60,53,86.48,1123
Pixel,PixelBook PX4,2015,15,1028,8,929,3329,Financial Services and Banking,60,61,89.83,1082
Pixel,PixelBook PX4,2015,13,512,16,805,2729,Event Management,24,23,95.92,1633
Pixel,PixelBook PX4,2015,13,512,16,805,2799,Information Technology,12,12,89.66,1742
Pixel,PixelBook PX4,2015,15,1028,8,929,3309,Sports and Recreation,36,36,95.19,1505
Pixel,PixelBook PX4,2015,14,256,8,867,1569,Energy and Utilities,6,5,90.52,1372
Pixel,PixelBook PX4,2015,15,1028,8,929,3369,Media and Entertainment,60,57,83.44,949
Pixel,PixelBook PX4,2015,14,256,8,867,1509,Sports and Recreation,48,46,95.04,717
Pixel,PixelBook PX4,2015,15,1028,8,929,3289,Agriculture and Farming,12,12,90.6,2176
Pixel,PixelBook PX4,2015,14,256,8,867,1569,Media and Entertainment,12,11,71.54,1012
Pixel,PixelBook PX4,2015,15,1028,8,929,3299,Information Technology,12,11,80.15,2278
Pixel,PixelBook PX4,2015,15,1028,8,929,3229,Law and Legal Services,60,64,83.45,990
Pixel,PixelBook PX4,2015,14,256,8,867,1499,Agriculture and Farming,12,13,92.32,1010
Pixel,PixelBook PX4,2015,14,256,8,867,1449,Sports and Recreation,12,12,85.86,1024
Pixel,PixelBook PX4,2015,15,1028,8,929,3359,Travel and Hospitality,24,27,92.27,1746
Pixel,PixelBook PX4,2015,14,256,8,867,1519,Information Technology,36,32,88.93,670
Pixel,PixelBook PX4,2015,14,256,8,867,1529,Energy and Utilities,6,6,91.57,1288
Pixel,PixelBook PX4,2015,14,256,8,867,1479,Energy and Utilities,48,46,78.1,524
Pixel,PixelBook PX4,2015,14,256,8,867,1559,Aerospace and Defense,6,7,91.79,1209
Pixel,PixelBook PX4,2015,14,256,8,867,1499,Manufacturing and Production,24,25,92.67,783
Pixel,PixelBook PX4,2015,13,512,16,805,2769,Aerospace and Defense,36,33,83.29,1167
Pixel,PixelBook PX4,2015,14,256,8,867,1549,Energy and Utilities,12,10,90.62,1149
Pixel,PixelBook PX4,2015,13,512,16,805,2829,Education,24,26,85.84,1476
Pixel,PixelBook PX4,2015,13,512,16,805,2819,Non-Profit Organizations,12,11,87.43,2178
Pixel,PixelBook PX4,2015,13,512,16,805,2919,Education,60,60,76.78,855
Pixel,PixelBook PX4,2015,13,512,16,805,2819,Non-Profit Organizations,24,27,96.74,1749
Pixel,PixelBook PX4,2015,13,512,16,805,2809,Advertising and Marketing,24,25,91.28,1669
Pixel,PixelBook PX4,2015,15,1028,8,929,3459,Healthcare,36,29,88.54,1523
Pixel,PixelBook PX4,2015,13,512,16,805,2719,Financial Services and Banking,6,5,88.03,2430
Pixel,PixelBook PX4,2015,14,256,8,867,1479,Sports and Recreation,36,30,92.99,765
Pixel,PixelBook PX4,2015,13,512,16,805,2839,Non-Profit Organizations,24,20,93.75,1697
Pixel,PixelBook PX4,2015,13,512,16,805,2729,Education,24,23,86.85,1630
Pixel,PixelBook PX4,2015,13,512,16,805,2799,Information Technology,24,26,94.8,1518
Pixel,PixelBook PX4,2015,15,1028,8,929,3339,Retail and E-Commerce,24,27,93.59,1691
Pixel,PixelBook PX4,2015,15,1028,8,929,3279,Media and Entertainment,24,23,93.61,1674
Pixel,PixelNet Prime,2016,14,128,4,1035,989,Construction and Engineering,12,13,88.22,741
Pixel,PixelNet Prime,2016,19,1028,4,1405,4099,Agriculture and Farming,60,64,95.37,1729
Pixel,PixelNet Prime,2016,15,512,16,1109,2999,Healthcare,48,46,96.5,1411
Pixel,PixelNet Prime,2016,17,1028,8,1257,3699,Education,36,36,92.57,1625
Pixel,PixelNet Prime,2016,19,1028,4,1405,4099,Consulting,12,12,85.01,2558
Pixel,PixelNet Prime,2016,15,512,16,1109,2989,Automotive and Transportation,36,32,90.96,1320
Pixel,PixelNet Prime,2016,15,512,16,1109,2989,Aerospace and Defense,6,6,95.64,2649
Pixel,PixelNet Prime,2016,19,1028,4,1405,4079,Travel and Hospitality,12,11,93.37,2983
Pixel,PixelNet Prime,2016,15,512,16,1109,3019,Energy and Utilities,48,42,96.47,1514
Pixel,PixelNet Prime,2016,15,512,16,1109,2979,Real Estate and Property Management,24,25,87.98,1585
Pixel,PixelNet Prime,2016,19,1028,4,1405,4119,Non-Profit Organizations,24,23,84.07,1990
Pixel,PixelNet Prime,2016,19,1028,4,1405,4089,Agriculture and Farming,12,11,84.78,2564
Pixel,PixelNet Prime,2016,19,1028,4,1405,4149,Education,36,35,92.61,1796
Pixel,PixelNet Prime,2016,17,1028,8,1257,3659,Agriculture and Farming,36,38,84.09,1381
